id_auditoria,decision,motivo,accion_v159,estado_aplicacion
EVT-ORD-0785,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Aníbal' confirmado por cuaderno principal — ver EVT-ORD-0779,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0750,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado por triple corroboración: Hecho Probado Décimo, Sentencia Morentín — 'el 21/06/18 el Servicio de Prevención informó que considera imprescindible el cumplimiento íntegro de lo dispuesto en la resolución' (22/05/18). Documento nº98, ramo actora. Mismo bloque que EVT-ORD-0749",Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa (caso Morentín). Fuente: 600-644.pdf,CONFIRMADO triple consulta
EVT-ORD-0786,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Aníbal' confirmado por cuaderno principal — ver EVT-ORD-0779,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0781,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Bloque 'Aníbal' confirmado por cuaderno principal — ver EVT-ORD-0779,Excluir de cronología de hechos propios; conservar como jurisprudencia comparativa. Confirmación a nivel de bloque,CONFIRMADO a nivel de bloque (cuaderno principal)
EVT-ORD-0596,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal: SPRL responde señalando la referencia al 'aislamiento' como situación 'en buena parte resueltas',Incorporar cita literal verificada,CONFIRMADO NbLM lote8
EVT-ORD-0597,CONFIRMAR,"[HECHO_PROPIO] Confirmado: propuesta formal de reunión Aldezle 17/11/2020 11:00 Leioa (reincorporación, Comisión Interlocución, temas pendientes)",Incorporar cita literal verificada,CONFIRMADO NbLM lote8
EVT-ORD-0598,CONFIRMAR,[HECHO_PROPIO] Confirmado: Aldezle informa sobre resolución de licencia y plantea docencia en Aulas de la Experiencia,Incorporar cita literal verificada,CONFIRMADO NbLM lote8
EVT-ORD-0599,CORREGIR-PARCIAL,"[HECHO_PROPIO] Contenido general (reiteración voluntad de reunirse) está en Lote 11, pero la fecha exacta 14/12/2020 y la referencia al mensaje de 30/11 constan en Lote 12 — fuente dividida entre dos lotes",Verificar y unificar referencia de lote antes de incorporar,CONFIRMADO PARCIAL NbLM lote8 — fuente dividida
EVT-ORD-0600,CONFIRMAR,"[HECHO_PROPIO] Confirmado: correo 07/11/2019 09:10 con lista de destinatarios (Urrutia, Basterra, César Saiz, José Vega, Lore Bilbao, Inma Gerrikagoitia, Nekane Balluerka, Carmen Ikaran, Pedro Iriondo) adjuntando certificados médicos. CORRECCIÓN: Pedro Iriondo YA es actor GA0059 en el grafo (Secretaría General UPV/EHU) con evidencias_ids VACÍO — este correo es su primera evidencia vinculable, no un actor nuevo",Incorporar; vincular este correo como primera evidencia del actor GA0059 (Pedro Iriondo),CONFIRMADO NbLM lote8 — vincula evidencia a actor GA0059 ya existente
EVT-ORD-0601,CORREGIR,"[HECHO_PROPIO] Contenido confirmado (solicitud de licencia registrada 16/11, medidas de reincorporación) pero fuente real es 56_ocred.txt, no 59_ocred.txt como indica el grafo",Corregir fuente en el grafo a 56_ocred.txt,CONFIRMADO NbLM lote8 — fuente incorrecta
EVT-ORD-0602,CORREGIR,"[HECHO_PROPIO] Confirmado: Loroño exige dictamen de compatibilidad antes de reincorporación (Art. 22.4 LPRL). Fuente real es 56_ocred.txt, no 62_ocred.txt",Corregir fuente en el grafo a 56_ocred.txt,CONFIRMADO NbLM lote8 — fuente incorrecta
EVT-ORD-0603,CONFIRMAR,"[HECHO_PROPIO] Confirmado con cita literal completa: Aldezle responde 16/11/2020 11:19 confirmando registro de solicitud de licencia, reclamación de vacaciones 2018, y ofrecimiento de examen de salud desde SP. Fuente real: 56_ocred.txt (grafo indicaba 62_ocred.json vía neo4j_uid EVT0620). PATRÓN: mismo desplazamiento de fuente que 0601 y 0602 — los tres hechos del hilo de correo del 16/11/2020 aparecen realmente en 56_ocred.txt, probablemente por repetición del hilo completo en cada respuesta",Corregir fuente en el grafo a 56_ocred.txt. Revisar si todo el bloque 0601-0603 debe reasignarse a 56_ocred.txt de forma sistemática,"CONFIRMADO — fuente corregida, patrón sistemático detectado"
EVT-ORD-0604,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal: 'dentro de unos días se cumplirá un año de mi petición... Requerimiento que nunca ha sido atendido',Incorporar cita literal verificada,CONFIRMADO NbLM lote8
EVT-ORD-0605,CONFIRMAR,"[HECHO_PROPIO] Confirmado: cita literal sobre incumplimiento PRL/RITE y ventilación ('no me atrevo a entrar en la escuela... se incumplen las medidas sanitarias de ventilación... pandemia'). Parte del mismo hilo de noviembre 2020 que EVT-ORD-0608; según Informe de Trazabilidad Expediente 2025/JAK_01/000945 (Lote 12), corresponde a la 'denuncia ventilación' (Documento 1) frente a la 'petición por escrito' (Documento 6) de 0608","Incorporar cita literal. Candidato a revisión de fusión con 0608 — mismo hilo, dos aspectos (técnico/administrativo) de la misma comunicación","CONFIRMADO — candidato a fusión con 0608, no urgente"
EVT-ORD-0608,CONFIRMAR,[HECHO_PROPIO] Confirmado: cita literal sobre solicitud de licencia de tres meses ('si va a haber algún problema con el periodo de tres meses de licencia... artículo 77 del Acuerdo de Condiciones de Trabajo'). Mismo hilo que 0605 — aspecto administrativo (Documento 6) frente al técnico/ventilación (Documento 1) de 0605,"Incorporar cita literal. Candidato a revisión de fusión con 0605 — mismo hilo, dos aspectos de la misma comunicación","CONFIRMADO — candidato a fusión con 0605, no urgente"
EVT-ORD-0606,CONFIRMAR,"[HECHO_PROPIO] Confirmado: Loroño denuncia reiteradamente la 'desaparición' del estudio de Uruburu de marzo 2019, en alegaciones 2020 e instrucción del expediente",Incorporar; coherente con hallazgo ya documentado sobre ocultación del estudio Uruburu,CONFIRMADO NbLM lote8
EVT-ORD-0607,CONFIRMAR,"[HECHO_PROPIO] Confirmado: sesión CSSLI sobre instrucción de ventilación/CO2, Loroño/UGT denuncian falta de transparencia",Incorporar,CONFIRMADO NbLM lote8
EVT-ORD-0609,CORREGIR,"La afirmación del grafo (elevar RPT a Consejo de Gobierno con anexo 11) NO se confirma en el documento 73. En su lugar se encuentra un hecho propio DISTINTO y relevante no capturado: denuncia de falsificación de datos del reparto económico por Odriozola, César y Portillo","Reformular o eliminar la afirmación original (RPT/anexo11, no localizada); evaluar si incorporar como evento nuevo la falsificación del reparto económico (Odriozola/César/Portillo)","CORREGIR — afirmación original no confirmada, hallazgo distinto detectado"
EVT-ORD-0612,CONFIRMAR,"[HECHO_PROPIO] Confirmado: Alberto López Arraiza (nuevo director Dpto. Ciencias y Técnicas de la Navegación) responde 19/05/2021 negándose a pagar igual y a dar copia de actas | Verificado: NO hay solape con 0613. 80 y 81 son dos correos reales distintos (2 y 3 junio 2021); la cita de López Arraiza se repite en ambos por convención de citado de hilo de email, no es error de extracción",Incorporar cita literal verificada,CONFIRMADO NbLM lote8
EVT-ORD-0615,CONFIRMAR,"[HECHO_PROPIO] Confirmado con cita literal fuerte: Loroño acusa al Defensor Universitario de complicidad, fraude electoral y actas falsificadas, 'sabe que me están acosando hace años y lo justifica'",Incorporar cita literal verificada,CONFIRMADO NbLM lote8
EVT-ORD-0610,CONFIRMAR,"[HECHO_PROPIO] Confirmado directamente por archivo original aportado por Loroño (75.1_ocred.txt, exp. 2021/REGSED-1545, registrado 02/03/2021): 'Me he venido reuniendo con el Aldezle y el jefe del SP desde el año 2018... Las reuniones han resultado infructuosas ya que a pesar de aportar pruebas de vejaciones, insultos, falsedades, etc.' Coincide exactamente con la afirmación del grafo. NO fue necesario NotebookLM — el archivo simplemente no estaba indexado en cuaderno A",Incorporar cita literal verificada directamente,"CONFIRMADO — verificación directa de archivo original, cierra pendiente de 3 intentos fallidos"
EVT-ORD-0611,CONFIRMAR,"[HECHO_PROPIO] Confirmado con cita literal de Lore Bilbao (Gerente): 'las peticiones de las mismas [FFP2] llegan al Servicio de Prevención quien las analiza... El cambio a mascarillas FFP2 se hará si así lo dispone la normativa'. Réplica de Miguel Henares (UGT): 'La Administración responde que cuando lo diga la normativa'. Propuesta original de Miguel Henares (UGT) y Raúl García (CCOO). Fuente real: 74_ocred.txt y 145_ocred.txt, Lote 13 (grafo indicaba 75_ocred.txt)",Corregir fuente en el grafo a 74_ocred.txt/145_ocred.txt (Lote 13). Vincular a actor ya existente Raúl García (CCOO) como evidencia adicional,"CONFIRMADO — fuente corregida, actores identificados"
EVT-ORD-0613,CORREGIR,"ERROR DE FUENTE CONFIRMADO: 81_ocred.txt (Lote 13) contiene cadena de comunicaciones que empieza en mayo 2021 (recomendación Aldezle 12/05, respuesta López Arraiza 19/05, reenvío Loroño 02/06) — NO llega a abril 2021. El hecho de Basterra/tutor de apoyo (05/04/2021) no está en este archivo. Posible solape de contenido con EVT-ORD-0612 (fuente 80_ocred.txt, misma respuesta de López Arraiza 19/05/2021) — revisar si 80 y 81 se solapan | VERIFICADO DIRECTAMENTE por lectura completa de 80_ocred.txt y 81_ocred.txt (aportados por el usuario): ninguno de los dos contiene mención a Basterra/tutor de apoyo/8 de abril. Contenido real de ambos: hilo actas+factura txistu con Alberto López Arraiza",Relocalizar el documento real de abril 2021 sobre Basterra/tutor de apoyo; no usar 81_ocred.txt para este hecho. Revisar solape 80/81_ocred.txt con EVT-ORD-0612,"CORREGIR — verificado por lectura directa de archivos, no solo por NbLM"
EVT-ORD-0614,CORREGIR,"ERROR DE FUENTE CONFIRMADO: 84_ocred.txt (Lote 13) existe pero está fechado 11/06/2021 (no 11/10/2021) y es un correo de queja de Loroño sobre 'castigo y calvario', sin relación con Ricardo Basterra ni con ninguna 'mejora significativa' en evaluación de riesgos. La fuente asignada en el grafo (neo4j_uid EVT0631) no corresponde al hecho descrito",Relocalizar el documento real donde Basterra comunica el fin del plazo de 6 meses y la mejora significativa; no usar 84_ocred.txt para este hecho,"CORREGIR — fuente no corresponde al hecho, relocalizar"
VUL0522,CORREGIR,"[FUENTE INCORRECTA] Vulneración CW0103 (grabación del Consejo 13/05/2021 desaparecida) tiene ubicacion_documento='81_ocred.txt', ya verificado que ese archivo NO contiene este hecho (solo correspondencia López Arraiza/txistu de junio 2021). Marcado 'verificado' dos veces (Cowork barrido v147, NotebookLM Cuaderno C v17) sin detectar el error. Fuente real aportada por Loroño: recurso_consejo_de_13-05-2021_con_anexos.pdf, expediente 2021/REGSED-5248, registrado 11/06/2021. Cita literal disponible: 'Se le dijo que se grababa la sesión. Ahora se niegan a entregar la grabación' / 'Se haga pública la grabación de la sesión'",Corregir ubicacion_documento a recurso_consejo_de_13-05-2021_con_anexos.pdf (exp. 2021/REGSED-5248); rellenar evidencia_literal (vacío actualmente) con la cita literal,"CORREGIR — fuente y evidencia_literal a completar, aportado directamente por Loroño"
GA0160_GA0161_FUENTE,CONFIRMAR,"[REFUERZO DE FUENTE] Actores GA0160 (Sendoa Aldecoa) y GA0161 (Edurne Arriola) ya documentan 'reconocimiento CPU 2021 de irregularidad -- sin cese ejecutado' pero sin documento fuente enlazado. Ahora identificado: PA-DPTO_00025_signed (firmado por Federico Recart, Presidente CPU, 22/04/2021) para Aldecoa (puesto PACSL2-D00025-7) y DPTO_00025-signed (mismo firmante, 21/04/2021) para Arriola (puesto TUC8/1-D00025-5, vacante desde 22/09/2018). Cita literal: 'puestos... que no se encuentran ocupados reglamentariamente'",Enlazar evidencia_literal y fuente exacta (DPTO_00025-signed / PA-DPTO_00025_signed) a los nodos GA0160 y GA0161,"CONFIRMAR — documento fuente localizado, aportado directamente por Loroño"
LOTE015_E9_REFUERZO,CONFIRMAR,"[HALLAZGO NUEVO DE APOYO] La vulneración Lote_015/E9 (inclusión de personas no doctoras -Arriola, Gandiaga- con derecho a voto en consejos) puede reforzarse con la declaración literal de la letrada Begoña Palacios en la sesión 13/05/2021: reconoció que, al estar derogado el reglamento específico del departamento, era de aplicación el reglamento marco de departamentos -- lo que cuestiona la legitimidad de la composición del consejo. Presente también la Directora de Profesorado Carmen Ikaran. Fuente: recurso_consejo_de_13-05-2021_con_anexos.pdf",Evaluar incorporar como evidencia adicional de Lote_015/E9 o como hecho nuevo enlazado,"PENDIENTE DE DECISIÓN — hallazgo de apoyo, no bloqueante"
EVT-ORD-0616,CONFIRMAR,"[HECHO_PROPIO] Confirmado: Jan Seegelken Álvarez y Ander Egiluz asistieron como oyentes 2020/2021 a MCI II, se les pretendía confirmar nota de aprobado de examen que Loroño no realizó por baja","Corregir fuente a 137_ocred_merged.txt (Lote 15) / 221-DENUNCIA UGT (Lote 14), no 'Denuncia Manuel Clemente...json'",CONFIRMADO NbLM lote9 — fuente corregida
EVT-ORD-0617,CONFIRMAR,"[HECHO_PROPIO] Confirmado: Miguel Henares envía denuncia sindical UGT (doc 132/221) a Rectora; Loroño envía denuncia personal adjuntando la de UGT, grabaciones y ampliando hechos",Corregir fuente a 113.1_ocred.txt (Lote 17) / 221-DENUNCIA UGT (Lote 14),CONFIRMADO NbLM lote9 — fuente corregida
EVT-ORD-0619,CONFIRMAR,"[HECHO_PROPIO] Confirmado con cita casi literal: UGT informa 6 junio 2022 — denegación de actas, impedimento acceso material docente, otro profesor impartiendo su asignatura, material al sótano, proyectos no tramitados",Corregir fuente a 250_ocred.txt (Lote 16),CONFIRMADO NbLM lote9 — fuente corregida
EVT-ORD-0620,CONFIRMAR,"[HECHO_PROPIO] Confirmado: consejo aprobó recusación sin documentación, puso al director como sustituto pese a no haber impartido clase. ATENCIÓN: cita nombra 'Miguel Clemente' como sustituto — verificar si es error tipográfico de 'Manuel Clemente De Miguel' (GA0095, actor ya conocido) o persona distinta",Incorporar; aclarar identidad exacta del 'profesor sustituto' antes de vincular a GA0095,CONFIRMADO NbLM lote9 — pendiente aclarar nombre exacto del sustituto
EVT-ORD-0621,CORREGIR,"CONFIRMADO EL ERROR (2 intentos independientes): no existe artículo en 'Revista de Jurisprudencia Laboral'. Los documentos reales citados por Loroño son el Criterio Técnico 104/2021 (Inspección de Trabajo) y la Guía del Observatorio Vasco de Acoso Laboral (Osalan, 2014)","Reformular la afirmación del grafo para referenciar el Criterio Técnico 104/2021 ITSS y/o la Guía Osalan 2014, eliminando la referencia inexistente a 'Revista de Jurisprudencia Laboral'","CORREGIR — error de fuente confirmado en el grafo original, no de búsqueda"
EVT-ORD-0622,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal sobre horarios de motores y desdoblamiento de grupos de taller para impedir impartir la asignatura,Corregir extensión de fuente a doc-300_ocred.txt,CONFIRMADO NbLM lote9
EVT-ORD-0623,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal: 'se juega la vida al ir a la escuela y que se prepara una algarada' (referencia a riesgo de paliza),Corregir extensión de fuente a doc-300_ocred.txt,CONFIRMADO NbLM lote9
EVT-ORD-0624,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal: 'Han dejado impunes a los acosadores e incluso a los alumnos que atizados por estos han faltado al respeto',Corregir extensión de fuente a doc-300_ocred.txt,CONFIRMADO NbLM lote9
EVT-ORD-0625,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal: director de escuela no le deja trabajar en su línea de música en salón de actos mientras otros sí ensayan; sin lugar para herramienta ni garantía de seguridad,Corregir extensión de fuente a doc-586_ocred.txt,CONFIRMADO NbLM lote9
EVT-ORD-0626,CORREGIR-PARCIAL,"El hecho de fondo (acompañamiento durante tutorías por seguridad) es real, pero la afirmación literal del grafo ('un alumno se ofreció a acompañarle') no se sostiene tal cual. Cita real encontrada (21/03/2025): 'El lunes me tuvieron que acompañar las 5 horas de tutoría para no estar solo'. Mención colateral a Joseba Berreteaga (alumno, ya actor conocido) aportando grabaciones en reunión con el rector 12/02/2025, sin relación directa confirmada con el acompañamiento",Reformular afirmación a 'tuvieron que acompañarle durante tutorías para no estar solo' en vez de 'un alumno se ofreció'; evaluar fusión con 0628,"CORREGIR PARCIAL — hecho real, redacción del grafo imprecisa"
EVT-ORD-0628,CORREGIR-PARCIAL,"Ver EVT-ORD-0626 — mismo hecho, misma corrección de redacción necesaria",Reformular afirmación; evaluar fusión con 0626,"CORREGIR PARCIAL — hecho real, redacción del grafo imprecisa"
EVT-ORD-0627,CORREGIR,"ACLARADO POR LOROÑO DIRECTAMENTE: la ampliación de plazo fue de la Evaluación de Riesgos Psicosociales GENERAL de la Escuela de Ingeniería de Bilbao (estudio institucional, todo el centro), NO un hecho específico de su caso personal. Esto explica por qué NotebookLM no localizaba una cita ligada a su cronología individual — se estaba buscando mal encuadrado como hecho propio | IMPORTANTE: Gizagune NO es un Servicio de Prevención Ajeno acreditado — de ahí que el propio nombre del archivo fuente la llame 'falsa evaluación psico'. La ampliación de plazo de un estudio realizado por una entidad sin acreditación como SP refuerza (no resta) el patrón ya documentado de sustitución irregular de la evaluación de riesgos psicosociales obligatoria por Gizagune",Recalificar de 'hecho propio de Loroño' a 'hecho institucional general - contexto EI Bilbao'. Mantener vinculado al hallazgo ya documentado de falta de acreditación de Gizagune como SP ajeno,"CORREGIDO — reclasificado tras aclaración directa de Loroño, cierra la duda"
EVT-ORD-0630,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal explícita nombrando al responsable: 'la corrección de examen que hace el secretario Aingeru [Basterretxea] es la que me lleva a que me denuncie un alumno... el que puso el examen corrigió y calificó EN MI NOMBRE Y USANDO MI NOMBRE COMO SI YO HUBIESE PUESTO EL EXAMEN CUANDO LA RESPONSABILIDAD ERA DE ÉL',"Incorporar cita literal completa, vincular a GA0096 (Aingeru Basterretxea). Corregir fuente a 87_ocred.txt",CONFIRMADO — atribución nominal verificada
EVT-ORD-0631,CONFIRMAR,[HECHO_PROPIO] Confirmado: privación de documentación sobre reorganización/desaparición del departamento y sobre proyecto Itsasgune (Javier Sánchez-Beaskoetxea),Incorporar cita literal,CONFIRMADO NbLM lote9
EVT-ORD-0632,CONFIRMAR,"[HECHO_PROPIO] Confirmado: censura de documentos sobre votación de plaza de funcionario, Anexo VI, solo el correo de Loroño completo. No se confirmaron explícitamente los otros 2 nombres (Miguel Ángel Gómez, Juan Luis) ni el conteo de '3 correos'",Incorporar; detalle menor de nombres/conteo pendiente si se requiere precisión total,CONFIRMADO NbLM lote9
EVT-ORD-0633,CONFIRMAR,[HECHO_PROPIO] Confirmado: Josu Arrizabalzaga sin acreditar autorización para abandonar docencia; cortó vídeo y audio en última sesión del consejo,Incorporar cita literal,CONFIRMADO NbLM lote9
EVT-ORD-0640,CONFIRMAR,"[HECHO_PROPIO] Confirmado con detalle adicional: ejercicio en pizarra 08/03/2022 por alumno Velasco (nombre nuevo); 09/03/2022 dedicado a resolver el problema, resuelto por Gustavo Calleja","Incorporar cita literal, con nombre adicional 'Velasco'",CONFIRMADO NbLM lote9 — nombre adicional detectado
EVT-ORD-0641,CONFIRMAR,[HECHO_PROPIO] Confirmado con citas literales genuinas y distintas de la afirmación: sobre telemática/presencial referencia a vídeo y acta; sobre docencia: 'En el punto 3 del acta queda reflejada la pregunta de Iñaki Loroño... por qué no se le dejo elegir docencia... sin contestación',Incorporar citas literales verificadas,CONFIRMADO — cita literal genuina verificada en 2º intento
EVT-ORD-0642,CONFIRMAR,[HECHO_PROPIO] Confirmado DIRECTAMENTE por archivo original 114_ocred.txt aportado por Loroño (NotebookLM no lo localizó): punto 12 'Preside el órgano colegiado el secretario cuando debe ser el director de departamento'; punto 8 'Se cita una resolución que me fue notificada con posterioridad y que me correspondía solo a mí darla respuesta'. Secretario identificado: Aitor Martínez Lozares (firma al pie),Incorporar cita literal verificada directamente,"CONFIRMADO — verificación directa de archivo, NotebookLM no lo encontró"
EVT-ORD-0643,CONFIRMAR,[HECHO_PROPIO] Confirmado con citas literales genuinas: 'Pone que la sesión es telemática en la convocatoria ¿si no lo es qué pasa?' y 'Hay persona de bolsas votando la constitución de las mismas e incluso los tribunales',Incorporar citas literales verificadas,CONFIRMADO — cita literal genuina verificada en 2º intento
EVT-ORD-0646,CORREGIR-PARCIAL,[HECHO_PROPIO] Confirmadas las preguntas literales sobre garantías/seguridad/cumplimiento de resoluciones VR-PDI. NO se confirma la parte 'reconoce error de fecha (sesión era el 6 no el 5)' — no aparece en los fragmentos,Incorporar cita confirmada; verificar por separado si existe el reconocimiento del error de fecha en otro punto del documento,CONFIRMADO PARCIAL — falta la sub-afirmación del error de fecha
EVT-ORD-0647,CONFIRMAR,"[HECHO_PROPIO] Confirmado: disposición a ir a Aulas de la Experiencia condicionada a garantías (acceso talleres, herramienta, analizador de gases, programa ~250€)",Incorporar cita literal,CONFIRMADO NbLM lote10
EVT-ORD-0648,CONFIRMAR,"[REFERENCIA INTERNA COMPARATIVA] Confirmado con cita literal exacta: 'la acción que ha originado la presente Evaluación de Riesgos Psicosociales ha sido una demanda de una persona trabajadora del DEMQ debido a una situación de conflicto dentro del ámbito laboral'. NOTA: no es jurisprudencia ajena en sentido legal, es un precedente administrativo interno de otro departamento de la misma universidad, usado para comparar el trato dado a las ERP",Incorporar cita literal; corregir etiqueta de 'jurisprudencia ajena' a 'referencia interna comparativa',CONFIRMADO NbLM lote10 — etiqueta corregida
EVT-ORD-0649,CONFIRMAR,[HECHO_PROPIO] Confirmado: director EI Bilbao le negó presidir tribunal de examen (5ª/6ª convocatoria) pese a ser el profesor de mayor grado y antigüedad,Incorporar cita literal,CONFIRMADO NbLM lote10
EVT-ORD-0650,CONFIRMAR,"[HECHO_PROPIO] Confirmado: denuncia contra Beñat Amade (actor ya conocido, GNC/Motorgas) — local en mal estado, sin ventilación/climatización, cambio de bombín sin entrega de llaves, reunión 20/06/2023",Incorporar cita literal; refuerzo de actor GA Beñat Amade,CONFIRMADO NbLM lote10 — refuerza actor existente
EVT-ORD-0651,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: Acta CSSLI 28/01/2021 — Gabi Elkoroaristizabal menciona que un profesor había 'acosado' a trabajador del PAS; Lore Bilbao propone adjuntar informe de Prevención al acta. Hecho DISTINTO de EVT-ORD-0611 (mascarillas FFP2), mismo acta/reunión, punto del orden del día diferente",Incorporar cita literal,CONFIRMADO NbLM lote10
EVT-ORD-0656,CONFIRMAR,"[HECHO_PROPIO] Confirmado, coincide con afirmación exacta: cita jurisprudencia STSJ Galicia 16/12/2015 (rec.445/2014) y STSJ Castilla-La Mancha 14/01/2016 (rec.96/2014) sobre responsabilidades disciplinarias y penales por prolongación ilegítima de funciones. Archivo 156_ocred.txt localizado en Lote 005 (en pasadas anteriores se indicó incorrectamente que no estaba disponible)",Incorporar; corregir lote a Lote_005,CONFIRMADO — archivo relocalizado tras 2 intentos fallidos
EVT-ORD-0657,CONFIRMAR,"[HECHO_PROPIO] Confirmado, coincide con afirmación: denuncia de arbitrariedad en convocatoria (restricción periodo cómputo méritos), alegación de 'desviación de poder' para consolidar situación de comisión de servicios, solicita explicaciones por 'presunto fraude continuado' y posible corrupción en valoración de méritos. Correo 24/03/2025 10:26. Conecta con patrón ya conocido de nombramiento irregular de César Saiz vía comisión de servicios",Incorporar; vincular a hallazgo H-09/César Saiz ya documentado,"CONFIRMADO — archivo relocalizado, refuerza hallazgo existente"
EVT-ORD-0659,CORREGIR,"ERROR DE FUENTE CONFIRMADO: 161_ocred.txt (Lote 22) contiene solicitud de medidas cautelares de octubre 2025, no los datos médicos de alta hospitalaria de marzo. Los datos médicos (TA 191/107, etc.) corresponden al informe de urgencias del Hospital San Juan de Dios","Relocalizar en informe de urgencias Hospital San Juan de Dios, no usar 161_ocred.txt","CORREGIR — fuente incorrecta, pista de relocalización dada"
EVT-ORD-0660,CORREGIR,"ERROR DE FUENTE CONFIRMADO: 168_ocred.txt (Lote 07) es correo de César Saiz sobre examen de salud, no relacionado con Premio Imarest/tribunal paralelo. Hechos reales están en Lotes 12 y 17","Relocalizar en Lotes 12/17, no usar 168_ocred.txt",CORREGIR — fuente incorrecta
EVT-ORD-0661,CORREGIR,Ver EVT-ORD-0660 — mismo error de fuente,Relocalizar en Lotes 12/17,CORREGIR — fuente incorrecta
EVT-ORD-0676,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado, refuerza bloque Monserrat/Rozona ya conocido (EVT-ORD-0797): medidas de alejamiento judicial entre Monserrat y Leonidas ('se evitará que coincidan'; 'se evitará contacto por escrito')","Incorporar cita literal, mismo bloque que 0797",CONFIRMADO NbLM lote10 — refuerza bloque existente
EVT-ORD-0678,CONFIRMAR,[HECHO_PROPIO] Confirmado vía transcripción entrevista con el Rector: directora de departamento no quería pagar factura de Loroño; Rectora decide pasar la gestión a investigación,Incorporar,CONFIRMADO NbLM lote10
EVT-ORD-0679,CONFIRMAR,Ver EVT-ORD-0678 — mismo hecho/fuente,Incorporar,CONFIRMADO NbLM lote10
EVT-ORD-0681,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal: propuesta de Aulas de la Experiencia en Portugalete como parte del argumento para traslado de sede,Incorporar cita literal,CONFIRMADO NbLM lote10
EVT-ORD-0682,CONFIRMAR,"[METADATO] Confirmado: fecha de cabecera/archivo del correo (Outlook) es 14/02/2020, coincide con la fecha del hecho en el grafo",Incorporar metadato verificado,CONFIRMADO NbLM lote10 (repregunta 2ª)
EVT-ORD-0683,CONFIRMAR,"[METADATO] Confirmado: fecha de cabecera/archivo del correo (Outlook) es 14/02/2020, mismo bloque documental que 0682, relativo a comunicación del Dr. Uruburu sobre finalización de su estudio",Incorporar metadato verificado,CONFIRMADO NbLM lote10 (repregunta 2ª)
EVT-ORD-0684,CONFIRMAR,[HECHO_PROPIO] Confirmado con cita literal: 'constato una manifiesta INACTIVIDAD por lo que le solicito con carácter URGENTE',Incorporar cita literal,CONFIRMADO NbLM lote10
EVT-ORD-0658,CONFIRMAR,"[HECHO_PROPIO] Confirmado con cita literal: '...el martes comprobé que una persona contratada ilegalmente, que no tiene acreditación alguna, estaba impartiendo docencia que me corresponde a mí darla. Eso sí es el hermano de un importante político'. Loroño acusa al Vicerrector de PDI de mantener la marginación y 'ociosidad forzosa'",Incorporar cita literal verificada. Identificar si el 'importante político' hermano puede vincularse a un actor ya registrado,CONFIRMADO NbLM lote10 (repregunta 2ª)
EVT-ORD-0677,CORREGIR,"[CASO_AJENO/JURISPRUDENCIA] ACLARACIÓN CRÍTICA que corrige el registro anterior: el Tribunal RECHAZÓ explícitamente la revisión del hecho probado quinto solicitada por Rozona (empleadora recurrente). Fundamento de Derecho Segundo: 'La revisión no se admite pues la redacción contenida en la sentencia de instancia no es errónea, por lo que no procede su corrección'. Por tanto la frase 'al siguiente día de poner los hechos en conocimiento' NUNCA fue hecho probado firme — fue argumento de la empresa, DESESTIMADO por el tribunal","CORREGIR la ficha: no presentar la frase como hecho judicialmente aceptado. Puede conservarse como ejemplo de intento de reencuadre por la empleadora, rechazado por el tribunal — útil como jurisprudencia sobre cómo los tribunales no exigen prueba de proximidad temporal poco favorable para desacreditar denuncias de acoso",CORREGIDO — cambio sustancial de calificación jurídica del hecho
EVT-ORD-0685,CONFIRMAR,"[METADATO] Confirmado, fecha cabecera 14/02/2020, mismo bloque que 0682/0683",Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0686,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: correo XV Convocatoria Docentiaz, usado por Loroño para contrastar 'normalidad' institucional vs bloqueo de sus méritos",Incorporar cita literal,CONFIRMADO NbLM lote11
EVT-ORD-0687,CONFIRMAR,[HECHO_PROPIO] Confirmado: Loroño envía al Rector sentencia sobre aislamiento de trabajadora acosada como medida de protección no aceptable,Incorporar cita literal,CONFIRMADO NbLM lote11
